ลำดับ,รายการ,หมายเลขครุภัณฑ์,หมายเลขสินทรัพย์ตามระบบ GFMIS,วันที่ได้มา,จำนวน,สภาพครุภัณฑ์,หมายเหตุ,ประเภท,สถาน
643,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,๗๔๔๐-๐๑๓-๗๕๔๒,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,-
644,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,๗๔๔๐-๐๒๐-๐๐๐๒.๕๘,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะศรัญญา),คอมพิวเตอร์,-
645,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M275,๗๔๔๐-๐๒๐-๐๐๐๒.๖๒,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,-
646,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M490G,๗๔๔๐-๐๒๐-๐๐๐๓.๒๒,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,-
647,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M490G,๗๔๔๐-๐๒๐-๐๐๐๓.๑๘,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,-
648,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M490G,๗๔๔๐-๐๒๐-๐๐๐๓.๕,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,-
649,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M490G,๗๔๔๐-๐๒๐-๐๐๐๓.๒๐,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,-
650,คอมพิวเตอร์ ยี่ห้อ Acer รุ่น Veriton M490G,๗๔๔๐-๐๒๐-๐๐๐๓.๘,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,คอมพิวเตอร์,-
651,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๖๓.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
652,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193w  ,๗๔๔๐-๐๑๓-๗๔๙๐.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะวาสุ),จอคอมพิวเตอร์,-
653,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๕๕.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะเหมียว),จอคอมพิวเตอร์,-
654,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๕๘.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะนิพนธ์),จอคอมพิวเตอร์,-
655,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๗๔.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะวุฒิชัย),จอคอมพิวเตอร์,-
656,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๗๗.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะนิวัฒน์),จอคอมพิวเตอร์,-
657,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๗๕.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
658,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193w  ,๗๔๔๐-๐๒๐-๐๐๐๑.๑๓๐.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะภัทร),จอคอมพิวเตอร์,-
659,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193w  ,๗๔๔๐-๐๒๐-๐๐๐๑.๑๒๗.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะพล),จอคอมพิวเตอร์,-
660,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๗๘.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะเต็มศักดิ์),จอคอมพิวเตอร์,-
661,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๗๓.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะเต็มศักดิ์),จอคอมพิวเตอร์,-
662,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193w  ,๗๔๔๐-๐๑๓-๗๔๘๙.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะวาสุ),จอคอมพิวเตอร์,-
663,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193w  ,๗๔๔๐-๐๑๓-๗๐๖๑.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะพล),จอคอมพิวเตอร์,-
664,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๒.๕๐.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะเหมียว),จอคอมพิวเตอร์,-
665,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๖๕.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
666,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๘๕.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะนิพนธ์),จอคอมพิวเตอร์,-
667,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193w  ,๗๔๔๐-๐๑๓-๗๔๙๔.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
668,จอคอมพิวเตอร์ ยี่ห้อ HP  รุ่น  V193b,๗๔๔๐-๐๐๖-๓๑๒๓,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะศรัณ),จอคอมพิวเตอร์,-
669,จอคอมพิวเตอร์ ยี่ห้อ DELL  รุ่น E1911c,๗๔๔๐-๐๒๐-๐๐๐๘.๓๓,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
670,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๓.๖.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
671,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๓.๑๙.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
672,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๓.๗.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
673,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๓.๖๘.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
674,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๕๔.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
675,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193HQL,๗๔๔๐-๐๒๐-๐๐๐๒.๖๑.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. (โต๊ะกิ๊ก),จอคอมพิวเตอร์,-
676,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๓.๘.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
677,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๓.๑๔.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
678,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๓.๒๓.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
679,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๓.๒๐.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท. ,จอคอมพิวเตอร์,-
680,จอคอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  V193,๗๔๔๐-๐๒๐-๐๐๐๓.๑๗.๑,-,๐๕-ม.ค.-๑๙๖๗,1,ใช้ได้,รับมาจาก ศรท.  ,จอคอมพิวเตอร์,-
